"ip_addr","initiator_line","bytesOut","load_ms","request_id","image_save","minify_total","cacheControl","score_cdn","id","dns_end","priority","image_total","minify_save","score_cookies","ttfb_ms","score_cache","connect_start","score_compress","cache_time","load_start","server_port","protocol","score_gzip","type","full_url","ssl_end","objectSize","gzip_total","socket_group","contentType","initial_priority","initiator_column","expires","score_combine","score_etags","initiator_type","frame_id","host","bytesIn","raw_id","gzip_save","score_keep-alive","is_secure","dns_start","server_count","score_minify","initiator","connect_ms","socket","url","ssl_start","client_port","method","dns_ms","connect_end","server_rtt","responseCode","ssl_ms","contentEncoding","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","http2_stream_id","http2_stream_weight","http2_stream_exclusive","http2_stream_dependency","final_base_page","objectSizeUncompressed","is_base_page","initiator_function","score_progressive_jpeg","jpeg_scan_count",
"172.217.23.227","","392","234","1000007110.105","","","public, max-age=31536000","100","211011_YJ_34","4831","MEDIUM","","","-1","111","100","4833","-1","30956245","4998","443","HTTP/2","100","3","https://www.gstatic.com/ac/cb/scene_cookie_wall_youtube.svg","4998","58975","58975","ssl/www.gstatic.com:443","image/svg+xml","Low","","Wed, 05 Oct 2022 02:12:48 GMT","-1","-1","other","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","www.gstatic.com","59578","1000007110.105","0","100","1","4831","","-1","","70","320","/ac/cb/scene_cookie_wall_youtube.svg","4903","34780","GET","0","4903","","200","95","br","Google","5232","4998","5109","5109","5232","123","4833","5232","399","32","33","1","0","1","220","True","0","","265008","","","","",
"172.217.23.193","","429","107","1000007110.104","0","","public, max-age=86400, no-transform","100","211011_YJ_34","-1","MEDIUM","4556","","-1","96","50","-1","100","78438","5048","","HTTP/2","-1","3","https://yt3.ggpht.com/ytc/AKedOLRCNPdUPhJ90s_Njy4T2ibgmjH86EFv1ADmyO8r=s68-c-k-c0x00ffffff-no-rj","-1","4556","","","image/jpeg","Low","","Sat, 02 Oct 2021 09:02:29 GMT","-1","-1","other","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","yt3.ggpht.com","4651","1000007110.104","","100","1","-1","","-1","","-1","321","/ytc/AKedOLRCNPdUPhJ90s_Njy4T2ibgmjH86EFv1ADmyO8r=s68-c-k-c0x00ffffff-no-rj","-1","","GET","-1","-1","","200","-1","","Google","5155","5048","5144","5144","5155","11","5048","5155","107","33","34","1","0","5","","","","","4556","","","50","1",
"172.217.23.193","","429","95","1000007110.100","0","","public, max-age=86400, no-transform","100","211011_YJ_34","4870","MEDIUM","1861","","-1","94","50","4870","100","73932","5048","443","HTTP/2","-1","3","https://yt3.ggpht.com/ytc/AKedOLSi976Aws87RnM56dW1kFISTenUxdSJWLsgCyRW=s68-c-k-c0x00ffffff-no-rj","5048","1861","","ssl/yt3.ggpht.com:443","image/jpeg","Low","","Wed, 29 Sep 2021 14:56:22 GMT","-1","-1","other","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","yt3.ggpht.com","1958","1000007110.100","","100","1","4780","","-1","","49","321","/ytc/AKedOLSi976Aws87RnM56dW1kFISTenUxdSJWLsgCyRW=s68-c-k-c0x00ffffff-no-rj","4919","42634","GET","90","4919","","200","129","","Google","5143","5048","5142","5142","5143","1","4780","5143","363","34","35","1","0","1","220","True","0","","1861","","","50","1",
"172.217.23.193","","429","94","1000007110.102","0","","public, max-age=86400, no-transform","100","211011_YJ_34","-1","MEDIUM","3126","","-1","93","50","-1","100","73689","5048","","HTTP/2","-1","3","https://yt3.ggpht.com/ytc/AKedOLRZR-MVnvMBPUGneRvWCyxWb7QP3ISPAKbsOa_g=s68-c-k-c0x00ffffff-no-rj","-1","3126","","","image/jpeg","Low","","Mon, 11 Oct 2021 11:43:32 GMT","-1","-1","other","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","yt3.ggpht.com","3540","1000007110.102","","100","1","-1","","-1","","-1","321","/ytc/AKedOLRZR-MVnvMBPUGneRvWCyxWb7QP3ISPAKbsOa_g=s68-c-k-c0x00ffffff-no-rj","-1","","GET","-1","-1","","200","-1","","Google","5142","5048","5141","5141","5142","1","5048","5142","94","35","36","1","0","3","","","","","3126","","","50","1",
"172.217.23.206","","466","55","1000007110.107","0","","public, max-age=31536000","100","211011_YJ_34","-1","MEDIUM","525","","-1","54","100","-1","100","31517921","5157","","HTTP/2","-1","3","https://www.youtube.com/s/desktop/43d596fa/img/favicon_48x48.png","-1","525","","","image/png","High","","Tue, 11 Oct 2022 14:14:04 GMT","-1","-1","other","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","www.youtube.com","616","1000007110.107","","100","1","-1","","-1","","-1","114","/s/desktop/43d596fa/img/favicon_48x48.png","-1","","GET","-1","-1","","200","-1","","Google","5212","5157","5211","5211","5212","1","5157","5212","55","36","37","1","0","35","","","","","525","","","","",
"172.217.23.214","","472","117","1000007110.108","0","","public, max-age=7200","100","211011_YJ_34","-1","MEDIUM","27098","","-1","53","50","-1","100","7195","5180","","HTTP/2","-1","3","https://i.ytimg.com/vi/XVURdhqWNPs/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLADrXGWXDbKbjsNfJMiaSR6UK3cEA","-1","27098","","","image/webp","Low","","Mon, 11 Oct 2021 21:15:19 GMT","-1","-1","other","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","i.ytimg.com","27208","1000007110.108","","100","1","-1","","-1","","-1","195","/vi/XVURdhqWNPs/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLADrXGWXDbKbjsNfJMiaSR6UK3cEA","-1","","GET","-1","-1","","200","-1","","Google","5297","5180","5233","5233","5297","64","5180","5297","117","37","38","1","0","9","220","True","0","","27098","","","","",
"172.217.23.193","","429","85","1000007110.109","0","","public, max-age=86400, no-transform","100","211011_YJ_34","-1","MEDIUM","3588","","-1","79","50","-1","100","80710","5181","","HTTP/2","-1","3","https://yt3.ggpht.com/ytc/AKedOLT2zAbX9zILUaqofEneyy5wymKMqtuag6f6b785=s68-c-k-c0x00ffffff-no-rj","-1","3588","","","image/jpeg","Low","","Thu, 30 Sep 2021 18:19:31 GMT","-1","-1","other","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","yt3.ggpht.com","3684","1000007110.109","","100","1","-1","","-1","","-1","321","/ytc/AKedOLT2zAbX9zILUaqofEneyy5wymKMqtuag6f6b785=s68-c-k-c0x00ffffff-no-rj","-1","","GET","-1","-1","","200","-1","","Google","5266","5181","5260","5260","5266","6","5181","5266","85","38","39","1","0","7","220","True","0","","3588","","","50","1",
"172.217.23.214","","468","1012","1000007110.110","0","","public, max-age=7200","100","211011_YJ_34","-1","MEDIUM","68954","","-1","789","50","-1","100","7200","5181","","HTTP/2","-1","3","https://i.ytimg.com/vi/dQhc_r6Jbpw/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDXQuO1SoQp7ejXIV2RJs7TyGIvCw","-1","68954","","","image/webp","Low","","Mon, 11 Oct 2021 21:15:24 GMT","-1","-1","other","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","i.ytimg.com","69088","1000007110.110","","100","1","-1","","-1","","-1","195","/vi/dQhc_r6Jbpw/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDXQuO1SoQp7ejXIV2RJs7TyGIvCw","-1","","GET","-1","-1","","200","-1","","Google","6193","5181","5970","5970","6193","223","5181","6193","1012","39","40","1","0","11","220","True","9","","68954","","","","",
"172.217.23.193","","429","104","1000007110.111","0","","public, max-age=86400, no-transform","100","211011_YJ_34","-1","MEDIUM","2600","","-1","95","50","-1","100","85640","5181","","HTTP/2","-1","3","https://yt3.ggpht.com/ytc/AKedOLT_f67-yQVDidx1EzDo_C3OIEJFD3wsCcyIA1bO=s68-c-k-c0x00ffffff-no-rj","-1","2600","","","image/jpeg","Low","","Wed, 29 Sep 2021 14:56:14 GMT","-1","-1","other","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","yt3.ggpht.com","2695","1000007110.111","","100","1","-1","","-1","","-1","321","/ytc/AKedOLT_f67-yQVDidx1EzDo_C3OIEJFD3wsCcyIA1bO=s68-c-k-c0x00ffffff-no-rj","-1","","GET","-1","-1","","200","-1","","Google","5285","5181","5276","5276","5285","9","5181","5285","104","40","41","1","0","9","220","True","7","","2600","","","50","1",
"172.217.23.214","","468","301","1000007110.112","0","","public, max-age=7200","100","211011_YJ_34","-1","MEDIUM","60316","","-1","117","50","-1","100","7198","5181","","HTTP/2","-1","3","https://i.ytimg.com/vi/HYi4a2eZL50/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC0V_bcYjzA87__Qy0Un5tTtRyJYg","-1","60316","","","image/webp","Low","","Mon, 11 Oct 2021 21:15:22 GMT","-1","-1","other","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","i.ytimg.com","60445","1000007110.112","","100","1","-1","","-1","","-1","195","/vi/HYi4a2eZL50/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC0V_bcYjzA87__Qy0Un5tTtRyJYg","-1","","GET","-1","-1","","200","-1","","Google","5482","5181","5298","5298","5482","184","5181","5482","301","41","42","1","0","13","220","True","11","","60316","","","","",
"172.217.23.193","","431","121","1000007110.113","0","","public, max-age=86400, no-transform","100","211011_YJ_34","-1","MEDIUM","3213","","-1","112","50","-1","100","78746","5181","","HTTP/2","-1","3","https://yt3.ggpht.com/ytc/AKedOLSZhUO6iAdG7c3XZoLijBlw1g9a-GzbaL5IwzDqag=s68-c-k-c0x00ffffff-no-rj","-1","3213","","","image/jpeg","Low","","Sat, 02 Oct 2021 08:58:27 GMT","-1","-1","other","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","yt3.ggpht.com","3311","1000007110.113","","100","1","-1","","-1","","-1","321","/ytc/AKedOLSZhUO6iAdG7c3XZoLijBlw1g9a-GzbaL5IwzDqag=s68-c-k-c0x00ffffff-no-rj","-1","","GET","-1","-1","","200","-1","","Google","5302","5181","5293","5293","5302","9","5181","5302","121","42","43","1","0","11","220","True","9","","3213","","","50","1",
"172.217.23.214","","468","415","1000007110.114","0","","public, max-age=7200","100","211011_YJ_34","-1","LOWEST","46008","","-1","302","50","-1","100","7172","5181","","HTTP/2","-1","3","https://i.ytimg.com/vi/PhJ0Uv23tYM/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDsAMTD8bT-XgGmMXWxq_TNkGirZQ","-1","46008","","","image/webp","Low","","Mon, 11 Oct 2021 21:14:56 GMT","-1","-1","other","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","i.ytimg.com","46128","1000007110.114","","100","1","-1","","-1","","-1","195","/vi/PhJ0Uv23tYM/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDsAMTD8bT-XgGmMXWxq_TNkGirZQ","-1","","GET","-1","-1","","200","-1","","Google","5596","5181","5483","5483","5596","113","5181","5596","415","43","44","1","0","15","147","True","13","","46008","","","","",
"172.217.23.193","","456","128","1000007110.115","0","","public, max-age=86400, no-transform","100","211011_YJ_34","-1","LOWEST","2216","","-1","122","50","-1","100","76472","5181","","HTTP/2","-1","3","https://yt3.ggpht.com/R68gZ-f4dPYkJ9LL1r6RXlKxqvv-KoQWDm3uHeh5LtgpbkxfwfnaS4dR0sgxdlXsIfxzKH6TNu8=s68-c-k-c0x00ffffff-no-rj","-1","2216","","","image/jpeg","Low","","Mon, 11 Oct 2021 08:29:55 GMT","-1","-1","other","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","yt3.ggpht.com","2341","1000007110.115","","100","1","-1","","-1","","-1","321","/R68gZ-f4dPYkJ9LL1r6RXlKxqvv-KoQWDm3uHeh5LtgpbkxfwfnaS4dR0sgxdlXsIfxzKH6TNu8=s68-c-k-c0x00ffffff-no-rj","-1","","GET","-1","-1","","200","-1","","Google","5309","5181","5303","5303","5309","6","5181","5309","128","44","45","1","0","13","147","True","11","","2216","","","50","1",
"172.217.23.214","","468","543","1000007110.116","0","","public, max-age=300","100","211011_YJ_34","-1","LOWEST","40914","","-1","416","0","-1","100","297","5181","","HTTP/2","-1","3","https://i.ytimg.com/vi/RzFhsXFxPEo/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBHxLeCVpjME67HxNHRkQvPFTXUEQ","-1","40914","","","image/webp","Low","","Mon, 11 Oct 2021 19:20:21 GMT","-1","-1","other","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","i.ytimg.com","41049","1000007110.116","","100","1","-1","","-1","","-1","195","/vi/RzFhsXFxPEo/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBHxLeCVpjME67HxNHRkQvPFTXUEQ","-1","","GET","-1","-1","","200","-1","","Google","5724","5181","5597","5597","5724","127","5181","5724","543","45","46","1","0","17","147","True","15","","40914","","","","",
"172.217.23.193","","429","145","1000007110.117","0","","public, max-age=86400, no-transform","100","211011_YJ_34","-1","LOWEST","2503","","-1","136","50","-1","100","85309","5181","","HTTP/2","-1","3","https://yt3.ggpht.com/ytc/AKedOLTbDo0KrOna8LEfFdA-lp0f-GAf39GchwGdoZgf=s68-c-k-c0x00ffffff-no-rj","-1","2503","","","image/jpeg","Low","","Wed, 29 Sep 2021 14:56:15 GMT","-1","-1","other","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","yt3.ggpht.com","2600","1000007110.117","","100","1","-1","","-1","","-1","321","/ytc/AKedOLTbDo0KrOna8LEfFdA-lp0f-GAf39GchwGdoZgf=s68-c-k-c0x00ffffff-no-rj","-1","","GET","-1","-1","","200","-1","","Google","5326","5181","5317","5317","5326","9","5181","5326","145","46","47","1","0","15","147","True","13","","2503","","","50","1",
"172.217.23.214","","468","788","1000007110.118","0","","public, max-age=7200","100","211011_YJ_34","-1","LOWEST","64436","","-1","544","50","-1","100","7190","5181","","HTTP/2","-1","3","https://i.ytimg.com/vi/A0xnG5T1xPw/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAl_l8RsNpkn7U16C8Of7PjhXH4UQ","-1","64436","","","image/webp","Low","","Mon, 11 Oct 2021 21:15:14 GMT","-1","-1","other","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","i.ytimg.com","64542","1000007110.118","","100","1","-1","","-1","","-1","195","/vi/A0xnG5T1xPw/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAl_l8RsNpkn7U16C8Of7PjhXH4UQ","-1","","GET","-1","-1","","200","-1","","Google","5969","5181","5725","5725","5969","244","5181","5969","788","47","48","1","0","19","147","True","17","","64436","","","","",
"172.217.23.193","","431","152","1000007110.119","0","","public, max-age=86400, no-transform","100","211011_YJ_34","-1","LOWEST","1853","","-1","146","50","-1","100","82055","5181","","HTTP/2","-1","3","https://yt3.ggpht.com/ytc/AKedOLSDARCtO2-mdVTVUkSh13G8fkEf50TaVla49XogrQ=s68-c-k-c0x00ffffff-no-rj","-1","1853","","","image/jpeg","Low","","Thu, 30 Sep 2021 18:02:04 GMT","-1","-1","other","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","yt3.ggpht.com","1949","1000007110.119","","100","1","-1","","-1","","-1","321","/ytc/AKedOLSDARCtO2-mdVTVUkSh13G8fkEf50TaVla49XogrQ=s68-c-k-c0x00ffffff-no-rj","-1","","GET","-1","-1","","200","-1","","Google","5333","5181","5327","5327","5333","6","5181","5333","152","48","49","1","0","17","147","True","15","","1853","","","50","1",
"172.217.23.206","20919","439","1568","1000007110.120","","","public, max-age=31536000","100","211011_YJ_34","-1","LOWEST","","","-1","331","100","-1","-1","31422393","5209","","HTTP/2","100","3","https://www.youtube.com/s/player/920e4583/player_ias.vflset/en_US/base.js","-1","521739","521739","","text/javascript","Low","269","Mon, 10 Oct 2022 11:41:57 GMT","-1","-1","script","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","www.youtube.com","522115","1000007110.120","0","100","1","-1","","-1","https://www.youtube.com/s/desktop/43d596fa/jsbin/desktop_polymer.vflset/desktop_polymer.js","-1","114","/s/player/920e4583/player_ias.vflset/en_US/base.js","-1","","GET","-1","-1","","200","-1","br","Google","6777","5209","5540","5540","6777","1237","5209","6777","1568","49","50","1","0","37","","","","","1831242","","","","",
"172.217.23.206","20921","442","330","1000007110.121","","","public, max-age=31536000","100","211011_YJ_34","-1","HIGHEST","","","-1","133","100","-1","-1","31211445","5209","","HTTP/2","100","3","https://www.youtube.com/s/player/920e4583/www-player-webp.css","-1","46903","46903","","text/css","VeryHigh","402","Sat, 08 Oct 2022 01:06:09 GMT","-1","-1","script","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","www.youtube.com","47039","1000007110.121","0","100","1","-1","","-1","https://www.youtube.com/s/desktop/43d596fa/jsbin/desktop_polymer.vflset/desktop_polymer.js","-1","114","/s/player/920e4583/www-player-webp.css","-1","","GET","-1","-1","","200","-1","br","Google","5539","5209","5342","5342","5539","197","5209","5539","330","50","51","1","0","39","","","","","342702","","","","",
"172.217.23.206","","466","1120","1000007110.122","0","","public, max-age=31536000","100","211011_YJ_34","-1","MEDIUM","2576","","-1","1116","100","-1","100","31517920","5262","","HTTP/2","-1","3","https://www.youtube.com/s/desktop/43d596fa/img/favicon_96x96.png","-1","2576","","","image/png","High","","Tue, 11 Oct 2022 14:14:04 GMT","-1","-1","other","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","www.youtube.com","2644","1000007110.122","","100","1","-1","","-1","","-1","114","/s/desktop/43d596fa/img/favicon_96x96.png","-1","","GET","-1","-1","","200","-1","","Google","6382","5262","6378","6378","6382","4","5262","6382","1120","51","52","1","0","41","","","","","2576","","","","",
"","","0","1054","1000007110.125","","","private, max-age=0","100","211011_YJ_34","-1","MEDIUM","","","-1","1050","-1","-1","-1","","5334","","HTTP/2","100","3","https://www.youtube.com/sw.js","-1","1464","0","","text/javascript","","","Mon, 11 Oct 2021 19:15:24 GMT","-1","-1","","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","www.youtube.com","1464","1000007110.125","0","100","1","-1","","-1","","-1","","/sw.js","-1","","","-1","-1","","200","-1","br","Google","6388","5334","6384","6384","6388","4","5334","6388","1054","52","53","1","0","43","","","","","","","","","",
"172.217.23.206","","468","388","1000007110.126","0","","public, max-age=31536000","100","211011_YJ_34","-1","MEDIUM","1664","","-1","387","100","-1","100","31517129","6390","","HTTP/2","-1","3","https://www.youtube.com/s/desktop/43d596fa/img/favicon_144x144.png","-1","1664","","","image/png","High","","Tue, 11 Oct 2022 14:00:54 GMT","-1","-1","other","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","www.youtube.com","1735","1000007110.126","","100","1","-1","","-1","","-1","114","/s/desktop/43d596fa/img/favicon_144x144.png","-1","","GET","-1","-1","","200","-1","","Google","6778","6390","6777","6777","6778","1","6390","6778","388","53","54","1","0","45","","","","","1664","","","","",
"","","0","427","1000007110.127","","","public, max-age=31536000","100","211011_YJ_34","-1","MEDIUM","","","-1","380","100","-1","-1","31517108","6398","","HTTP/2","100","3","https://www.youtube.com/s/desktop/43d596fa/jsbin/serviceworker-notifications.vflset/serviceworker-notifications.js","-1","28655","28655","","text/javascript","","","Tue, 11 Oct 2022 14:00:33 GMT","-1","-1","","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","www.youtube.com","28655","1000007110.127","0","100","1","-1","","-1","","-1","","/s/desktop/43d596fa/jsbin/serviceworker-notifications.vflset/serviceworker-notifications.js","-1","","","-1","-1","","200","-1","br","Google","6825","6398","6778","6778","6825","47","6398","6825","427","54","55","1","0","47","","","","","","","","","",
"172.217.23.206","","460","42","1000007110.128","","","public, max-age=31536000","100","211011_YJ_34","-1","MEDIUM","","","-1","42","100","-1","-1","31517129","6784","","HTTP/2","100","3","https://www.youtube.com/s/desktop/43d596fa/img/favicon.ico","-1","155","155","","image/x-icon","High","","Tue, 11 Oct 2022 14:00:54 GMT","-1","-1","other","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","www.youtube.com","244","1000007110.128","0","100","1","-1","","-1","","-1","114","/s/desktop/43d596fa/img/favicon.ico","-1","","GET","-1","-1","","200","-1","br","Google","6826","6784","6826","6826","6826","0","6784","6826","42","55","56","1","0","49","","","","","1150","","","","",
"172.217.23.206","","384","63","C2E507D1983657B853464E1588E9FCEA","","","no-cache, no-store, max-age=0, must-revalidate","-1","211011_YJ_34","4","HIGHEST","","","-1","63","-1","4","-1","","37","80","http/1.1","-1","3","http://youtube.com/","-1","0","","youtube.com:80","application/binary","VeryHigh","","Mon, 01 Jan 1990 00:00:00 GMT","-1","-1","script","D3E56AE2C315455B5D161F98BE96E71F","youtube.com","0","C2E507D1983657B853464E1588E9FCEA","","-1","0","3","","-1","","32","103","/","-1","50624","GET","1","36","","301","-1","","","100","37","100","100","100","0","3","100","96","0","1","2","0","","","","","","","","","","",
"172.217.23.206","","394","95","C2E507D1983657B853464E1588E9FCEA-1","","","private, max-age=31536000","-1","211011_YJ_34","-1","VeryHigh","","","-1","95","-1","101","-1","","199","443","HTTP/2","-1","3","https://youtube.com/","199","0","","ssl/youtube.com:443","application/binary","VeryHigh","","Mon, 11 Oct 2021 19:16:30 GMT","-1","-1","script","D3E56AE2C315455B5D161F98BE96E71F","youtube.com","0","C2E507D1983657B853464E1588E9FCEA","","-1","1","-1","","-1","","33","114","/","134","59308","GET","-1","134","","301","65","","","294","199","294","294","294","0","101","294","193","1","2","2","0","1","256","True","0","","","","","","",
"172.217.23.206","","427","1080","C2E507D1983657B853464E1588E9FCEA-2","","","no-cache, no-store, max-age=0, must-revalidate","100","211011_YJ_34","-1","VeryHigh","","","-1","80","-1","-1","-1","","297","","HTTP/2","100","3","https://www.youtube.com/","-1","57611","57611","","text/html","VeryHigh","","Mon, 01 Jan 1990 00:00:00 GMT","-1","-1","script","D3E56AE2C315455B5D161F98BE96E71F","www.youtube.com","57611","C2E507D1983657B853464E1588E9FCEA","0","100","1","-1","","-1","","-1","114","/","-1","","GET","-1","-1","","200","-1","br","Google","1377","297","377","377","1377","1000","297","1377","1080","2","3","2","0","3","","","","1","532982","1","","","",
"172.217.23.206","16","457","584","1000008601.7","","","public, max-age=31536000","100","211011_YJ_34","-1","MEDIUM","","","-1","580","100","-1","-1","31517062","394","","HTTP/2","100","3","https://www.youtube.com/s/desktop/43d596fa/jsbin/custom-elements-es5-adapter.vflset/custom-elements-es5-adapter.js","-1","793","793","","text/javascript","High","","Tue, 11 Oct 2022 14:00:52 GMT","-1","-1","parser","D3E56AE2C315455B5D161F98BE96E71F","www.youtube.com","857","1000008601.7","0","100","1","-1","","-1","https://www.youtube.com/","-1","114","/s/desktop/43d596fa/jsbin/custom-elements-es5-adapter.vflset/custom-elements-es5-adapter.js","-1","","GET","-1","-1","","200","-1","br","Google","978","394","974","974","978","4","394","978","584","3","4","2","0","9","","","","","2064","","","","",
"172.217.23.206","16","435","399","1000008601.8","","","public, max-age=31536000","100","211011_YJ_34","-1","MEDIUM","","","-1","364","100","-1","-1","31517062","394","","HTTP/2","100","3","https://www.youtube.com/s/desktop/43d596fa/jsbin/webcomponents-sd.vflset/webcomponents-sd.js","-1","21590","21590","","text/javascript","High","","Tue, 11 Oct 2022 14:00:52 GMT","-1","-1","parser","D3E56AE2C315455B5D161F98BE96E71F","www.youtube.com","21664","1000008601.8","0","100","1","-1","","-1","https://www.youtube.com/","-1","114","/s/desktop/43d596fa/jsbin/webcomponents-sd.vflset/webcomponents-sd.js","-1","","GET","-1","-1","","200","-1","br","Google","793","394","758","758","793","35","394","793","399","4","5","2","0","11","","","","","74588","","","","",
"172.217.23.206","16","433","3039","1000008601.5","","","public, max-age=31536000","100","211011_YJ_34","-1","MEDIUM","","","-1","35","100","-1","-1","31517062","394","","HTTP/2","100","3","https://www.youtube.com/s/desktop/43d596fa/jsbin/desktop_polymer.vflset/desktop_polymer.js","-1","1307968","1307968","","text/javascript","High","","Tue, 11 Oct 2022 14:00:52 GMT","-1","-1","parser","D3E56AE2C315455B5D161F98BE96E71F","www.youtube.com","1309005","1000008601.5","0","100","1","-1","","-1","https://www.youtube.com/","-1","114","/s/desktop/43d596fa/jsbin/desktop_polymer.vflset/desktop_polymer.js","-1","","GET","-1","-1","","200","-1","br","Google","3433","394","429","429","3433","3004","394","3433","3039","5","6","2","0","5","","","","","8290557","","","","",
"172.217.23.206","16","459","240","1000008601.6","","","public, max-age=31536000","100","211011_YJ_34","-1","MEDIUM","","","-1","212","100","-1","-1","31517062","394","","HTTP/2","100","3","https://www.youtube.com/s/desktop/43d596fa/jsbin/web-animations-next-lite.min.vflset/web-animations-next-lite.min.js","-1","15162","15162","","text/javascript","High","","Tue, 11 Oct 2022 14:00:52 GMT","-1","-1","parser","D3E56AE2C315455B5D161F98BE96E71F","www.youtube.com","15227","1000008601.6","0","100","1","-1","","-1","https://www.youtube.com/","-1","114","/s/desktop/43d596fa/jsbin/web-animations-next-lite.min.vflset/web-animations-next-lite.min.js","-1","","GET","-1","-1","","200","-1","br","Google","634","394","606","606","634","28","394","634","240","6","7","2","0","7","","","","","50691","","","","",
"172.217.23.206","21","421","561","1000008601.12","","","public, max-age=31536000","100","211011_YJ_34","-1","MEDIUM","","","-1","556","100","-1","-1","31517062","423","","HTTP/2","100","3","https://www.youtube.com/s/desktop/43d596fa/jsbin/scheduler.vflset/scheduler.js","-1","3445","3445","","text/javascript","High","","Tue, 11 Oct 2022 14:00:52 GMT","-1","-1","parser","D3E56AE2C315455B5D161F98BE96E71F","www.youtube.com","3509","1000008601.12","0","100","1","-1","","-1","https://www.youtube.com/","-1","114","/s/desktop/43d596fa/jsbin/scheduler.vflset/scheduler.js","-1","","GET","-1","-1","","200","-1","br","Google","984","423","979","979","984","5","423","984","561","7","8","2","0","13","","","","","8946","","","","",
"172.217.23.206","22","423","494","1000008601.19","","","public, max-age=31536000","100","211011_YJ_34","-1","HIGHEST","","","-1","494","100","-1","-1","31517062","423","","HTTP/2","100","3","https://www.youtube.com/s/desktop/43d596fa/cssbin/www-onepick.css","-1","239","239","","text/css","VeryHigh","","Tue, 11 Oct 2022 14:00:52 GMT","-1","-1","parser","D3E56AE2C315455B5D161F98BE96E71F","www.youtube.com","303","1000008601.19","0","100","1","-1","","-1","https://www.youtube.com/","-1","114","/s/desktop/43d596fa/cssbin/www-onepick.css","-1","","GET","-1","-1","","200","-1","br","Google","917","423","917","917","917","0","423","917","494","8","9","2","0","17","","","","","841","","","","",
